UID	Encoding	Code
ES-VC-V-222	INE-MUNI	46222
ES-VC-V-223	INE-MUNI	46223
ES-VC-V-224	INE-MUNI	46224
ES-VC-V-225	INE-MUNI	46225
ES-VC-V-226	INE-MUNI	46226
ES-VC-V-227	INE-MUNI	46227
ES-VC-V-228	INE-MUNI	46228
ES-VC-V-229	INE-MUNI	46229
ES-VC-V-230	INE-MUNI	46230
ES-VC-V-231	INE-MUNI	46231
ES-VC-V-232	INE-MUNI	46232
ES-VC-V-233	INE-MUNI	46233
ES-VC-V-234	INE-MUNI	46234
ES-VC-V-235	INE-MUNI	46235
ES-VC-V-236	INE-MUNI	46236
ES-VC-V-237	INE-MUNI	46237
ES-VC-V-238	INE-MUNI	46238
ES-VC-V-239	INE-MUNI	46239
ES-VC-V-240	INE-MUNI	46240
ES-VC-V-241	INE-MUNI	46241
ES-VC-V-242	INE-MUNI	46242
ES-VC-V-243	INE-MUNI	46243
ES-VC-V-244	INE-MUNI	46244
ES-VC-V-245	INE-MUNI	46245
ES-VC-V-246	INE-MUNI	46246
ES-VC-V-247	INE-MUNI	46247
ES-VC-V-248	INE-MUNI	46248
ES-VC-V-249	INE-MUNI	46249
ES-VC-V-250	INE-MUNI	46250
ES-VC-V-251	INE-MUNI	46251
ES-VC-V-252	INE-MUNI	46252
ES-VC-V-253	INE-MUNI	46253
ES-VC-V-254	INE-MUNI	46254
ES-VC-V-255	INE-MUNI	46255
ES-VC-V-256	INE-MUNI	46256
ES-VC-V-257	INE-MUNI	46257
ES-VC-V-258	INE-MUNI	46258
ES-VC-V-259	INE-MUNI	46259
ES-VC-V-260	INE-MUNI	46260
ES-VC-V-145	INE-MUNI	46145
ES-VC-V-143	INE-MUNI	46143
ES-VC-V-146	INE-MUNI	46146
ES-VC-V-110	INE-MUNI	46110
ES-VC-V-261	INE-MUNI	46261
ES-VC-V-262	INE-MUNI	46262
ES-VC-V-263	INE-MUNI	46263
ES-CL-VA-001	INE-MUNI	47001
ES-CL-VA-002	INE-MUNI	47002
ES-CL-VA-003	INE-MUNI	47003
ES-CL-VA-004	INE-MUNI	47004
ES-CL-VA-005	INE-MUNI	47005
ES-CL-VA-006	INE-MUNI	47006
ES-CL-VA-007	INE-MUNI	47007
ES-CL-VA-008	INE-MUNI	47008
ES-CL-VA-009	INE-MUNI	47009
ES-CL-VA-010	INE-MUNI	47010
ES-CL-VA-011	INE-MUNI	47011
ES-CL-VA-012	INE-MUNI	47012
ES-CL-VA-013	INE-MUNI	47013
ES-CL-VA-014	INE-MUNI	47014
ES-CL-VA-015	INE-MUNI	47015
ES-CL-VA-016	INE-MUNI	47016
ES-CL-VA-017	INE-MUNI	47017
ES-CL-VA-018	INE-MUNI	47018
ES-CL-VA-019	INE-MUNI	47019
ES-CL-VA-020	INE-MUNI	47020
ES-CL-VA-021	INE-MUNI	47021
ES-CL-VA-022	INE-MUNI	47022
ES-CL-VA-023	INE-MUNI	47023
ES-CL-VA-024	INE-MUNI	47024
ES-CL-VA-025	INE-MUNI	47025
ES-CL-VA-026	INE-MUNI	47026
ES-CL-VA-027	INE-MUNI	47027
ES-CL-VA-028	INE-MUNI	47028
ES-CL-VA-029	INE-MUNI	47029
ES-CL-VA-030	INE-MUNI	47030
ES-CL-VA-031	INE-MUNI	47031
ES-CL-VA-032	INE-MUNI	47032
ES-CL-VA-033	INE-MUNI	47033
ES-CL-VA-034	INE-MUNI	47034
ES-CL-VA-035	INE-MUNI	47035
ES-CL-VA-036	INE-MUNI	47036
ES-CL-VA-037	INE-MUNI	47037
ES-CL-VA-038	INE-MUNI	47038
ES-CL-VA-039	INE-MUNI	47039
ES-CL-VA-040	INE-MUNI	47040
ES-CL-VA-041	INE-MUNI	47041
ES-CL-VA-042	INE-MUNI	47042
ES-CL-VA-043	INE-MUNI	47043
ES-CL-VA-044	INE-MUNI	47044
ES-CL-VA-045	INE-MUNI	47045
ES-CL-VA-046	INE-MUNI	47046
ES-CL-VA-047	INE-MUNI	47047
ES-CL-VA-048	INE-MUNI	47048
ES-CL-VA-049	INE-MUNI	47049
ES-CL-VA-050	INE-MUNI	47050
ES-CL-VA-051	INE-MUNI	47051
ES-CL-VA-052	INE-MUNI	47052
ES-CL-VA-053	INE-MUNI	47053
ES-CL-VA-054	INE-MUNI	47054
ES-CL-VA-055	INE-MUNI	47055
ES-CL-VA-056	INE-MUNI	47056
ES-CL-VA-057	INE-MUNI	47057
ES-CL-VA-058	INE-MUNI	47058
ES-CL-VA-059	INE-MUNI	47059
ES-CL-VA-060	INE-MUNI	47060
ES-CL-VA-061	INE-MUNI	47061
ES-CL-VA-062	INE-MUNI	47062
ES-CL-VA-063	INE-MUNI	47063
ES-CL-VA-064	INE-MUNI	47064
ES-CL-VA-065	INE-MUNI	47065
ES-CL-VA-066	INE-MUNI	47066
ES-CL-VA-067	INE-MUNI	47067
ES-CL-VA-068	INE-MUNI	47068
ES-CL-VA-069	INE-MUNI	47069
ES-CL-VA-070	INE-MUNI	47070
ES-CL-VA-071	INE-MUNI	47071
ES-CL-VA-073	INE-MUNI	47073
ES-CL-VA-074	INE-MUNI	47074
ES-CL-VA-075	INE-MUNI	47075
ES-CL-VA-076	INE-MUNI	47076
ES-CL-VA-077	INE-MUNI	47077
ES-CL-VA-079	INE-MUNI	47079
ES-CL-VA-078	INE-MUNI	47078
ES-CL-VA-080	INE-MUNI	47080
ES-CL-VA-081	INE-MUNI	47081
ES-CL-VA-082	INE-MUNI	47082
ES-CL-VA-083	INE-MUNI	47083
ES-CL-VA-084	INE-MUNI	47084
ES-CL-VA-086	INE-MUNI	47086
ES-CL-VA-085	INE-MUNI	47085
ES-CL-VA-087	INE-MUNI	47087
ES-CL-VA-088	INE-MUNI	47088
ES-CL-VA-089	INE-MUNI	47089
ES-CL-VA-090	INE-MUNI	47090
ES-CL-VA-091	INE-MUNI	47091
ES-CL-VA-092	INE-MUNI	47092
ES-CL-VA-093	INE-MUNI	47093
ES-CL-VA-094	INE-MUNI	47094
ES-CL-VA-095	INE-MUNI	47095
ES-CL-VA-096	INE-MUNI	47096
ES-CL-VA-097	INE-MUNI	47097
ES-CL-VA-098	INE-MUNI	47098
ES-CL-VA-099	INE-MUNI	47099
ES-CL-VA-100	INE-MUNI	47100
ES-CL-VA-101	INE-MUNI	47101
ES-CL-VA-102	INE-MUNI	47102
ES-CL-VA-103	INE-MUNI	47103
ES-CL-VA-104	INE-MUNI	47104
ES-CL-VA-105	INE-MUNI	47105
ES-CL-VA-106	INE-MUNI	47106
ES-CL-VA-109	INE-MUNI	47109
ES-CL-VA-110	INE-MUNI	47110
ES-CL-VA-111	INE-MUNI	47111
ES-CL-VA-112	INE-MUNI	47112
ES-CL-VA-113	INE-MUNI	47113
ES-CL-VA-114	INE-MUNI	47114
ES-CL-VA-115	INE-MUNI	47115
ES-CL-VA-116	INE-MUNI	47116
ES-CL-VA-117	INE-MUNI	47117
ES-CL-VA-118	INE-MUNI	47118
ES-CL-VA-119	INE-MUNI	47119
ES-CL-VA-121	INE-MUNI	47121
ES-CL-VA-122	INE-MUNI	47122
ES-CL-VA-123	INE-MUNI	47123
ES-CL-VA-124	INE-MUNI	47124
ES-CL-VA-125	INE-MUNI	47125
ES-CL-VA-126	INE-MUNI	47126
ES-CL-VA-127	INE-MUNI	47127
ES-CL-VA-129	INE-MUNI	47129
ES-CL-VA-130	INE-MUNI	47130
ES-CL-VA-128	INE-MUNI	47128
ES-CL-VA-131	INE-MUNI	47131
ES-CL-VA-132	INE-MUNI	47132
ES-CL-VA-133	INE-MUNI	47133
ES-CL-VA-134	INE-MUNI	47134
ES-CL-VA-135	INE-MUNI	47135
ES-CL-VA-137	INE-MUNI	47137
ES-CL-VA-138	INE-MUNI	47138
ES-CL-VA-139	INE-MUNI	47139
ES-CL-VA-140	INE-MUNI	47140
ES-CL-VA-141	INE-MUNI	47141
ES-CL-VA-142	INE-MUNI	47142
ES-CL-VA-143	INE-MUNI	47143
ES-CL-VA-144	INE-MUNI	47144
ES-CL-VA-145	INE-MUNI	47145
ES-CL-VA-146	INE-MUNI	47146
ES-CL-VA-147	INE-MUNI	47147
ES-CL-VA-148	INE-MUNI	47148
ES-CL-VA-149	INE-MUNI	47149
ES-CL-VA-150	INE-MUNI	47150
ES-CL-VA-151	INE-MUNI	47151
ES-CL-VA-156	INE-MUNI	47156
ES-CL-VA-152	INE-MUNI	47152
ES-CL-VA-153	INE-MUNI	47153
ES-CL-VA-154	INE-MUNI	47154
ES-CL-VA-155	INE-MUNI	47155
ES-CL-VA-157	INE-MUNI	47157
ES-CL-VA-158	INE-MUNI	47158
ES-CL-VA-159	INE-MUNI	47159
ES-CL-VA-160	INE-MUNI	47160
ES-CL-VA-161	INE-MUNI	47161
ES-CL-VA-162	INE-MUNI	47162
ES-CL-VA-163	INE-MUNI	47163
ES-CL-VA-164	INE-MUNI	47164
ES-CL-VA-165	INE-MUNI	47165
ES-CL-VA-169	INE-MUNI	47169
ES-CL-VA-170	INE-MUNI	47170
ES-CL-VA-166	INE-MUNI	47166
ES-CL-VA-167	INE-MUNI	47167
ES-CL-VA-168	INE-MUNI	47168
ES-CL-VA-171	INE-MUNI	47171
ES-CL-VA-172	INE-MUNI	47172
ES-CL-VA-173	INE-MUNI	47173
ES-CL-VA-174	INE-MUNI	47174
ES-CL-VA-175	INE-MUNI	47175
ES-CL-VA-176	INE-MUNI	47176
ES-CL-VA-177	INE-MUNI	47177
ES-CL-VA-178	INE-MUNI	47178
ES-CL-VA-179	INE-MUNI	47179
ES-CL-VA-180	INE-MUNI	47180
ES-CL-VA-181	INE-MUNI	47181
ES-CL-VA-182	INE-MUNI	47182
ES-CL-VA-183	INE-MUNI	47183
ES-CL-VA-186	INE-MUNI	47186
ES-CL-VA-184	INE-MUNI	47184
ES-CL-VA-185	INE-MUNI	47185
ES-CL-VA-187	INE-MUNI	47187
ES-CL-VA-188	INE-MUNI	47188
ES-CL-VA-189	INE-MUNI	47189
ES-CL-VA-190	INE-MUNI	47190
ES-CL-VA-191	INE-MUNI	47191
ES-CL-VA-192	INE-MUNI	47192
ES-CL-VA-193	INE-MUNI	47193
ES-CL-VA-195	INE-MUNI	47195
ES-CL-VA-196	INE-MUNI	47196
ES-CL-VA-197	INE-MUNI	47197
ES-CL-VA-198	INE-MUNI	47198
ES-CL-VA-199	INE-MUNI	47199
ES-CL-VA-200	INE-MUNI	47200
ES-CL-VA-203	INE-MUNI	47203
ES-CL-VA-204	INE-MUNI	47204
ES-CL-VA-205	INE-MUNI	47205
ES-CL-VA-206	INE-MUNI	47206
ES-CL-VA-207	INE-MUNI	47207
ES-CL-VA-208	INE-MUNI	47208
ES-CL-VA-209	INE-MUNI	47209
ES-CL-VA-210	INE-MUNI	47210
ES-CL-VA-211	INE-MUNI	47211
ES-CL-VA-212	INE-MUNI	47212
ES-CL-VA-213	INE-MUNI	47213
ES-CL-VA-214	INE-MUNI	47214
ES-CL-VA-215	INE-MUNI	47215
ES-CL-VA-216	INE-MUNI	47216
ES-CL-VA-217	INE-MUNI	47217
ES-CL-VA-218	INE-MUNI	47218
ES-CL-VA-219	INE-MUNI	47219
ES-CL-VA-220	INE-MUNI	47220
ES-CL-VA-221	INE-MUNI	47221
ES-CL-VA-222	INE-MUNI	47222
ES-CL-VA-223	INE-MUNI	47223
ES-CL-VA-224	INE-MUNI	47224
ES-CL-VA-225	INE-MUNI	47225
ES-CL-VA-226	INE-MUNI	47226
ES-CL-VA-227	INE-MUNI	47227
ES-CL-VA-228	INE-MUNI	47228
ES-CL-VA-229	INE-MUNI	47229
ES-CL-VA-194	INE-MUNI	47194
ES-CL-VA-230	INE-MUNI	47230
ES-CL-VA-231	INE-MUNI	47231
ES-CL-VA-232	INE-MUNI	47232
ES-PV-BI-001	INE-MUNI	48001
ES-PV-BI-002	INE-MUNI	48002
ES-PV-BI-911	INE-MUNI	48911
ES-PV-BI-912	INE-MUNI	48912
ES-PV-BI-003	INE-MUNI	48003
ES-PV-BI-004	INE-MUNI	48004
ES-PV-BI-005	INE-MUNI	48005
ES-PV-BI-006	INE-MUNI	48006
ES-PV-BI-093	INE-MUNI	48093
ES-PV-BI-009	INE-MUNI	48009
ES-PV-BI-914	INE-MUNI	48914
ES-PV-BI-010	INE-MUNI	48010
ES-PV-BI-011	INE-MUNI	48011
ES-PV-BI-023	INE-MUNI	48023
ES-PV-BI-008	INE-MUNI	48008
ES-PV-BI-091	INE-MUNI	48091
ES-PV-BI-070	INE-MUNI	48070
ES-PV-BI-012	INE-MUNI	48012
ES-PV-BI-090	INE-MUNI	48090
ES-PV-BI-013	INE-MUNI	48013
ES-PV-BI-014	INE-MUNI	48014
ES-PV-BI-015	INE-MUNI	48015
ES-PV-BI-092	INE-MUNI	48092
ES-PV-BI-016	INE-MUNI	48016
ES-PV-BI-017	INE-MUNI	48017
ES-PV-BI-018	INE-MUNI	48018
ES-PV-BI-019	INE-MUNI	48019
ES-PV-BI-020	INE-MUNI	48020
ES-PV-BI-021	INE-MUNI	48021
ES-PV-BI-901	INE-MUNI	48901
ES-PV-BI-026	INE-MUNI	48026
ES-PV-BI-027	INE-MUNI	48027
ES-PV-BI-028	INE-MUNI	48028
ES-PV-BI-031	INE-MUNI	48031
ES-PV-BI-032	INE-MUNI	48032
ES-PV-BI-902	INE-MUNI	48902
ES-PV-BI-033	INE-MUNI	48033
ES-PV-BI-034	INE-MUNI	48034
ES-PV-BI-079	INE-MUNI	48079
ES-PV-BI-029	INE-MUNI	48029
ES-PV-BI-030	INE-MUNI	48030
ES-PV-BI-906	INE-MUNI	48906
ES-PV-BI-035	INE-MUNI	48035
ES-PV-BI-036	INE-MUNI	48036
ES-PV-BI-037	INE-MUNI	48037
ES-PV-BI-038	INE-MUNI	48038
ES-PV-BI-039	INE-MUNI	48039
ES-PV-BI-040	INE-MUNI	48040
ES-PV-BI-041	INE-MUNI	48041
ES-PV-BI-046	INE-MUNI	48046
ES-PV-BI-044	INE-MUNI	48044
ES-PV-BI-047	INE-MUNI	48047
ES-PV-BI-042	INE-MUNI	48042
ES-PV-BI-043	INE-MUNI	48043
ES-PV-BI-045	INE-MUNI	48045
ES-PV-BI-048	INE-MUNI	48048
ES-PV-BI-094	INE-MUNI	48094
ES-PV-BI-049	INE-MUNI	48049
ES-PV-BI-910	INE-MUNI	48910
ES-PV-BI-050	INE-MUNI	48050
ES-PV-BI-022	INE-MUNI	48022
ES-PV-BI-907	INE-MUNI	48907
ES-PV-BI-051	INE-MUNI	48051
ES-PV-BI-052	INE-MUNI	48052
ES-PV-BI-053	INE-MUNI	48053
ES-PV-BI-054	INE-MUNI	48054
ES-PV-BI-057	INE-MUNI	48057
ES-PV-BI-055	INE-MUNI	48055
ES-PV-BI-056	INE-MUNI	48056
ES-PV-BI-081	INE-MUNI	48081
ES-PV-BI-903	INE-MUNI	48903
ES-PV-BI-058	INE-MUNI	48058
ES-PV-BI-059	INE-MUNI	48059
ES-PV-BI-060	INE-MUNI	48060
ES-PV-BI-061	INE-MUNI	48061
ES-PV-BI-062	INE-MUNI	48062
ES-PV-BI-063	INE-MUNI	48063
ES-PV-BI-064	INE-MUNI	48064
ES-PV-BI-066	INE-MUNI	48066
ES-PV-BI-068	INE-MUNI	48068
ES-PV-BI-069	INE-MUNI	48069
ES-PV-BI-007	INE-MUNI	48007
ES-PV-BI-908	INE-MUNI	48908
ES-PV-BI-071	INE-MUNI	48071
ES-PV-BI-067	INE-MUNI	48067
ES-PV-BI-909	INE-MUNI	48909
ES-PV-BI-073	INE-MUNI	48073
ES-PV-BI-075	INE-MUNI	48075
ES-PV-BI-083	INE-MUNI	48083
ES-PV-BI-072	INE-MUNI	48072
ES-PV-BI-077	INE-MUNI	48077
ES-PV-BI-078	INE-MUNI	48078
ES-PV-BI-082	INE-MUNI	48082
ES-PV-BI-084	INE-MUNI	48084
ES-PV-BI-904	INE-MUNI	48904
ES-PV-BI-085	INE-MUNI	48085
ES-PV-BI-086	INE-MUNI	48086
ES-PV-BI-076	INE-MUNI	48076
ES-PV-BI-087	INE-MUNI	48087
ES-PV-BI-088	INE-MUNI	48088
ES-PV-BI-065	INE-MUNI	48065
ES-PV-BI-089	INE-MUNI	48089
ES-PV-BI-074	INE-MUNI	48074
ES-PV-BI-080	INE-MUNI	48080
ES-PV-BI-095	INE-MUNI	48095
ES-PV-BI-096	INE-MUNI	48096
ES-PV-BI-905	INE-MUNI	48905
ES-PV-BI-097	INE-MUNI	48097
ES-PV-BI-024	INE-MUNI	48024
ES-PV-BI-025	INE-MUNI	48025
ES-PV-BI-913	INE-MUNI	48913
ES-PV-BI-915	INE-MUNI	48915
ES-CL-ZA-002	INE-MUNI	49002
ES-CL-ZA-003	INE-MUNI	49003
ES-CL-ZA-004	INE-MUNI	49004
ES-CL-ZA-005	INE-MUNI	49005
ES-CL-ZA-006	INE-MUNI	49006
ES-CL-ZA-007	INE-MUNI	49007
ES-CL-ZA-008	INE-MUNI	49008
ES-CL-ZA-009	INE-MUNI	49009
ES-CL-ZA-010	INE-MUNI	49010
ES-CL-ZA-011	INE-MUNI	49011
ES-CL-ZA-012	INE-MUNI	49012
ES-CL-ZA-013	INE-MUNI	49013
ES-CL-ZA-014	INE-MUNI	49014
ES-CL-ZA-015	INE-MUNI	49015
ES-CL-ZA-016	INE-MUNI	49016
ES-CL-ZA-017	INE-MUNI	49017
ES-CL-ZA-018	INE-MUNI	49018
ES-CL-ZA-019	INE-MUNI	49019
ES-CL-ZA-020	INE-MUNI	49020
ES-CL-ZA-021	INE-MUNI	49021
ES-CL-ZA-022	INE-MUNI	49022
ES-CL-ZA-023	INE-MUNI	49023
ES-CL-ZA-024	INE-MUNI	49024
ES-CL-ZA-025	INE-MUNI	49025
ES-CL-ZA-026	INE-MUNI	49026
ES-CL-ZA-027	INE-MUNI	49027
ES-CL-ZA-028	INE-MUNI	49028
ES-CL-ZA-029	INE-MUNI	49029
ES-CL-ZA-030	INE-MUNI	49030
ES-CL-ZA-031	INE-MUNI	49031
ES-CL-ZA-032	INE-MUNI	49032
ES-CL-ZA-033	INE-MUNI	49033
ES-CL-ZA-034	INE-MUNI	49034
ES-CL-ZA-035	INE-MUNI	49035
ES-CL-ZA-036	INE-MUNI	49036
ES-CL-ZA-037	INE-MUNI	49037
ES-CL-ZA-038	INE-MUNI	49038
ES-CL-ZA-039	INE-MUNI	49039
ES-CL-ZA-040	INE-MUNI	49040
ES-CL-ZA-041	INE-MUNI	49041
ES-CL-ZA-042	INE-MUNI	49042
ES-CL-ZA-043	INE-MUNI	49043
ES-CL-ZA-044	INE-MUNI	49044
ES-CL-ZA-046	INE-MUNI	49046
ES-CL-ZA-047	INE-MUNI	49047
ES-CL-ZA-048	INE-MUNI	49048
ES-CL-ZA-050	INE-MUNI	49050
ES-CL-ZA-052	INE-MUNI	49052
ES-CL-ZA-053	INE-MUNI	49053
ES-CL-ZA-054	INE-MUNI	49054
ES-CL-ZA-055	INE-MUNI	49055
ES-CL-ZA-056	INE-MUNI	49056
ES-CL-ZA-057	INE-MUNI	49057
ES-CL-ZA-058	INE-MUNI	49058
ES-CL-ZA-059	INE-MUNI	49059
ES-CL-ZA-061	INE-MUNI	49061
ES-CL-ZA-062	INE-MUNI	49062
ES-CL-ZA-063	INE-MUNI	49063
ES-CL-ZA-064	INE-MUNI	49064
ES-CL-ZA-065	INE-MUNI	49065
ES-CL-ZA-066	INE-MUNI	49066
ES-CL-ZA-067	INE-MUNI	49067
ES-CL-ZA-068	INE-MUNI	49068
ES-CL-ZA-069	INE-MUNI	49069
ES-CL-ZA-071	INE-MUNI	49071
ES-CL-ZA-075	INE-MUNI	49075
ES-CL-ZA-076	INE-MUNI	49076
ES-CL-ZA-077	INE-MUNI	49077
ES-CL-ZA-078	INE-MUNI	49078
ES-CL-ZA-079	INE-MUNI	49079
ES-CL-ZA-080	INE-MUNI	49080
ES-CL-ZA-082	INE-MUNI	49082
ES-CL-ZA-081	INE-MUNI	49081
ES-CL-ZA-083	INE-MUNI	49083
ES-CL-ZA-084	INE-MUNI	49084
ES-CL-ZA-085	INE-MUNI	49085
ES-CL-ZA-086	INE-MUNI	49086
ES-CL-ZA-087	INE-MUNI	49087
ES-CL-ZA-088	INE-MUNI	49088
ES-CL-ZA-090	INE-MUNI	49090
ES-CL-ZA-091	INE-MUNI	49091
ES-CL-ZA-092	INE-MUNI	49092
ES-CL-ZA-093	INE-MUNI	49093
ES-CL-ZA-094	INE-MUNI	49094
ES-CL-ZA-095	INE-MUNI	49095
ES-CL-ZA-096	INE-MUNI	49096
ES-CL-ZA-097	INE-MUNI	49097
ES-CL-ZA-098	INE-MUNI	49098
ES-CL-ZA-099	INE-MUNI	49099
ES-CL-ZA-100	INE-MUNI	49100
ES-CL-ZA-101	INE-MUNI	49101
ES-CL-ZA-102	INE-MUNI	49102
ES-CL-ZA-103	INE-MUNI	49103
ES-CL-ZA-104	INE-MUNI	49104
ES-CL-ZA-105	INE-MUNI	49105
ES-CL-ZA-107	INE-MUNI	49107
ES-CL-ZA-108	INE-MUNI	49108
ES-CL-ZA-109	INE-MUNI	49109
ES-CL-ZA-110	INE-MUNI	49110
ES-CL-ZA-112	INE-MUNI	49112
ES-CL-ZA-111	INE-MUNI	49111
ES-CL-ZA-113	INE-MUNI	49113
ES-CL-ZA-114	INE-MUNI	49114
ES-CL-ZA-115	INE-MUNI	49115
ES-CL-ZA-116	INE-MUNI	49116
ES-CL-ZA-117	INE-MUNI	49117
ES-CL-ZA-118	INE-MUNI	49118
ES-CL-ZA-119	INE-MUNI	49119
ES-CL-ZA-120	INE-MUNI	49120
ES-CL-ZA-121	INE-MUNI	49121
ES-CL-ZA-122	INE-MUNI	49122
ES-CL-ZA-123	INE-MUNI	49123
ES-CL-ZA-124	INE-MUNI	49124
ES-CL-ZA-126	INE-MUNI	49126
ES-CL-ZA-125	INE-MUNI	49125
ES-CL-ZA-128	INE-MUNI	49128
ES-CL-ZA-129	INE-MUNI	49129
ES-CL-ZA-130	INE-MUNI	49130
ES-CL-ZA-127	INE-MUNI	49127
ES-CL-ZA-131	INE-MUNI	49131
ES-CL-ZA-132	INE-MUNI	49132
ES-CL-ZA-133	INE-MUNI	49133
ES-CL-ZA-134	INE-MUNI	49134
ES-CL-ZA-135	INE-MUNI	49135
ES-CL-ZA-136	INE-MUNI	49136
ES-CL-ZA-137	INE-MUNI	49137
ES-CL-ZA-138	INE-MUNI	49138
ES-CL-ZA-139	INE-MUNI	49139
ES-CL-ZA-141	INE-MUNI	49141
ES-CL-ZA-143	INE-MUNI	49143
ES-CL-ZA-142	INE-MUNI	49142
ES-CL-ZA-145	INE-MUNI	49145
ES-CL-ZA-146	INE-MUNI	49146
ES-CL-ZA-147	INE-MUNI	49147
ES-CL-ZA-148	INE-MUNI	49148
ES-CL-ZA-149	INE-MUNI	49149
ES-CL-ZA-150	INE-MUNI	49150
ES-CL-ZA-151	INE-MUNI	49151
ES-CL-ZA-152	INE-MUNI	49152
ES-CL-ZA-153	INE-MUNI	49153
ES-CL-ZA-154	INE-MUNI	49154
ES-CL-ZA-155	INE-MUNI	49155
ES-CL-ZA-156	INE-MUNI	49156
ES-CL-ZA-157	INE-MUNI	49157
ES-CL-ZA-158	INE-MUNI	49158
ES-CL-ZA-160	INE-MUNI	49160
ES-CL-ZA-159	INE-MUNI	49159
ES-CL-ZA-162	INE-MUNI	49162
ES-CL-ZA-163	INE-MUNI	49163
ES-CL-ZA-164	INE-MUNI	49164
ES-CL-ZA-165	INE-MUNI	49165
ES-CL-ZA-166	INE-MUNI	49166
ES-CL-ZA-167	INE-MUNI	49167
ES-CL-ZA-170	INE-MUNI	49170
ES-CL-ZA-168	INE-MUNI	49168
ES-CL-ZA-169	INE-MUNI	49169
ES-CL-ZA-171	INE-MUNI	49171
ES-CL-ZA-172	INE-MUNI	49172
ES-CL-ZA-173	INE-MUNI	49173
ES-CL-ZA-174	INE-MUNI	49174
ES-CL-ZA-175	INE-MUNI	49175
ES-CL-ZA-176	INE-MUNI	49176
ES-CL-ZA-177	INE-MUNI	49177
ES-CL-ZA-178	INE-MUNI	49178
ES-CL-ZA-179	INE-MUNI	49179
ES-CL-ZA-180	INE-MUNI	49180
ES-CL-ZA-181	INE-MUNI	49181
ES-CL-ZA-183	INE-MUNI	49183
ES-CL-ZA-184	INE-MUNI	49184
ES-CL-ZA-185	INE-MUNI	49185
ES-CL-ZA-186	INE-MUNI	49186
ES-CL-ZA-187	INE-MUNI	49187
ES-CL-ZA-188	INE-MUNI	49188
ES-CL-ZA-189	INE-MUNI	49189
ES-CL-ZA-190	INE-MUNI	49190
ES-CL-ZA-191	INE-MUNI	49191
ES-CL-ZA-192	INE-MUNI	49192
ES-CL-ZA-193	INE-MUNI	49193
ES-CL-ZA-194	INE-MUNI	49194
ES-CL-ZA-208	INE-MUNI	49208
ES-CL-ZA-209	INE-MUNI	49209
ES-CL-ZA-197	INE-MUNI	49197
ES-CL-ZA-199	INE-MUNI	49199
ES-CL-ZA-200	INE-MUNI	49200
ES-CL-ZA-201	INE-MUNI	49201
ES-CL-ZA-202	INE-MUNI	49202
ES-CL-ZA-203	INE-MUNI	49203
ES-CL-ZA-204	INE-MUNI	49204
ES-CL-ZA-205	INE-MUNI	49205
ES-CL-ZA-206	INE-MUNI	49206
ES-CL-ZA-207	INE-MUNI	49207
ES-CL-ZA-210	INE-MUNI	49210
ES-CL-ZA-214	INE-MUNI	49214
ES-CL-ZA-216	INE-MUNI	49216
ES-CL-ZA-219	INE-MUNI	49219
ES-CL-ZA-220	INE-MUNI	49220
ES-CL-ZA-221	INE-MUNI	49221
ES-CL-ZA-222	INE-MUNI	49222
ES-CL-ZA-223	INE-MUNI	49223
ES-CL-ZA-224	INE-MUNI	49224
ES-CL-ZA-225	INE-MUNI	49225
ES-CL-ZA-226	INE-MUNI	49226
ES-CL-ZA-227	INE-MUNI	49227
ES-CL-ZA-228	INE-MUNI	49228
ES-CL-ZA-229	INE-MUNI	49229
ES-CL-ZA-230	INE-MUNI	49230
ES-CL-ZA-231	INE-MUNI	49231
ES-CL-ZA-232	INE-MUNI	49232
ES-CL-ZA-233	INE-MUNI	49233
ES-CL-ZA-234	INE-MUNI	49234
ES-CL-ZA-235	INE-MUNI	49235
ES-CL-ZA-236	INE-MUNI	49236
ES-CL-ZA-237	INE-MUNI	49237
ES-CL-ZA-238	INE-MUNI	49238
ES-CL-ZA-239	INE-MUNI	49239
ES-CL-ZA-240	INE-MUNI	49240
ES-CL-ZA-241	INE-MUNI	49241
ES-CL-ZA-242	INE-MUNI	49242
ES-CL-ZA-243	INE-MUNI	49243
ES-CL-ZA-244	INE-MUNI	49244
ES-CL-ZA-245	INE-MUNI	49245
ES-CL-ZA-246	INE-MUNI	49246
ES-CL-ZA-247	INE-MUNI	49247
ES-CL-ZA-248	INE-MUNI	49248
ES-CL-ZA-249	INE-MUNI	49249
ES-CL-ZA-250	INE-MUNI	49250
ES-CL-ZA-251	INE-MUNI	49251
ES-CL-ZA-252	INE-MUNI	49252
ES-CL-ZA-255	INE-MUNI	49255
ES-CL-ZA-256	INE-MUNI	49256
ES-CL-ZA-257	INE-MUNI	49257
ES-CL-ZA-258	INE-MUNI	49258
ES-CL-ZA-259	INE-MUNI	49259
ES-CL-ZA-260	INE-MUNI	49260
ES-CL-ZA-263	INE-MUNI	49263
ES-CL-ZA-264	INE-MUNI	49264
ES-CL-ZA-261	INE-MUNI	49261
ES-CL-ZA-262	INE-MUNI	49262
ES-CL-ZA-265	INE-MUNI	49265
ES-CL-ZA-266	INE-MUNI	49266
ES-CL-ZA-267	INE-MUNI	49267
ES-CL-ZA-268	INE-MUNI	49268
ES-CL-ZA-269	INE-MUNI	49269
