UID	Encoding	Code
MA-03-HOC	ISO-3166-2	MA-HOC
MA-03-TAO	ISO-3166-2	MA-TAO
MA-03-TAZ	ISO-3166-2	MA-TAZ
MA-04	ISO-3166-2	MA-04
MA-04-BER	ISO-3166-2	MA-BER
MA-04-FIG	ISO-3166-2	MA-FIG
MA-04-JRA	ISO-3166-2	MA-JRA
MA-04-NAD	ISO-3166-2	MA-NAD
MA-04-TAI	ISO-3166-2	MA-TAI
MA-04-OUJ	ISO-3166-2	MA-OUJ
MA-05	ISO-3166-2	MA-05
MA-05-BOM	ISO-3166-2	MA-BOM
MA-05-MOU	ISO-3166-2	MA-MOU
MA-05-SEF	ISO-3166-2	MA-SEF
MA-05-FES	ISO-3166-2	MA-FES
MA-06	ISO-3166-2	MA-06
MA-06-HAJ	ISO-3166-2	MA-HAJ
MA-06-ERR	ISO-3166-2	MA-ERR
MA-06-IFR	ISO-3166-2	MA-IFR
MA-06-KHN	ISO-3166-2	MA-KHN
MA-06-MEK	ISO-3166-2	MA-MEK
MA-07	ISO-3166-2	MA-07
MA-07-KHE	ISO-3166-2	MA-KHE
MA-07-RAB	ISO-3166-2	MA-RAB
MA-07-SAL	ISO-3166-2	MA-SAL
MA-07-SKH	ISO-3166-2	MA-SKH
MA-08	ISO-3166-2	MA-08
MA-08-MED	ISO-3166-2	MA-MED
MA-08-NOU	ISO-3166-2	MA-NOU
MA-08-CAS	ISO-3166-2	MA-CAS
MA-08-MOH	ISO-3166-2	MA-MOH
MA-09	ISO-3166-2	MA-09
MA-09-BES	ISO-3166-2	MA-BES
MA-09-KHO	ISO-3166-2	MA-KHO
MA-09-SET	ISO-3166-2	MA-SET
MA-10	ISO-3166-2	MA-10
MA-10-JDI	ISO-3166-2	MA-JDI
MA-10-SAF	ISO-3166-2	MA-SAF
MA-11	ISO-3166-2	MA-11
MA-11-HAO	ISO-3166-2	MA-HAO
MA-11-CHI	ISO-3166-2	MA-CHI
MA-11-ESI	ISO-3166-2	MA-ESI
MA-11-KES	ISO-3166-2	MA-KES
MA-11-MMD	ISO-3166-2	MA-MMD
MA-11-MMN	ISO-3166-2	MA-MMN
MA-11-SYB	ISO-3166-2	MA-SYB
MA-12	ISO-3166-2	MA-12
MA-12-AZI	ISO-3166-2	MA-AZI
MA-12-BEM	ISO-3166-2	MA-BEM
MA-13	ISO-3166-2	MA-13
MA-13-CHT	ISO-3166-2	MA-CHT
MA-13-OUA	ISO-3166-2	MA-OUA
MA-13-TAR	ISO-3166-2	MA-TAR
MA-13-TIZ	ISO-3166-2	MA-TIZ
MA-13-ZAG	ISO-3166-2	MA-ZAG
MA-13-AGD	ISO-3166-2	MA-AGD
MA-13-INE	ISO-3166-2	MA-INE
MA-14	ISO-3166-2	MA-14
MA-14-ASZ	ISO-3166-2	MA-ASZ
MA-14-ESM	ISO-3166-2	MA-ESM
MA-14-GUE	ISO-3166-2	MA-GUE
MA-14-TNT	ISO-3166-2	MA-TNT
MA-14-TAT	ISO-3166-2	MA-TAT
MA-15	ISO-3166-2	MA-15
MA-15-BOD	ISO-3166-2	MA-BOD
MA-15-LAA	ISO-3166-2	MA-LAA
MA-16	ISO-3166-2	MA-16
MA-16-OUD	ISO-3166-2	MA-OUD
MA-16-AOU	ISO-3166-2	MA-AOU
MC-CL	ISO-3166-2	MC-CL
MC-CO	ISO-3166-2	MC-CO
MC-FO	ISO-3166-2	MC-FO
MC-GA	ISO-3166-2	MC-GA
MC-JE	ISO-3166-2	MC-JE
MC-LA	ISO-3166-2	MC-LA
MC-MA	ISO-3166-2	MC-MA
MC-MC	ISO-3166-2	MC-MC
MC-MG	ISO-3166-2	MC-MG
MC-MO	ISO-3166-2	MC-MO
MC-MU	ISO-3166-2	MC-MU
MC-PH	ISO-3166-2	MC-PH
MC-SD	ISO-3166-2	MC-SD
MC-SO	ISO-3166-2	MC-SO
MC-SP	ISO-3166-2	MC-SP
MC-SR	ISO-3166-2	MC-SR
MC-VR	ISO-3166-2	MC-VR
MD-AN	ISO-3166-2	MD-AN
MD-BA	ISO-3166-2	MD-BA
MD-BD	ISO-3166-2	MD-BD
MD-BR	ISO-3166-2	MD-BR
MD-BS	ISO-3166-2	MD-BS
MD-CA	ISO-3166-2	MD-CA
MD-CL	ISO-3166-2	MD-CL
MD-CM	ISO-3166-2	MD-CM
MD-CR	ISO-3166-2	MD-CR
MD-CS	ISO-3166-2	MD-CS
MD-CT	ISO-3166-2	MD-CT
MD-CU	ISO-3166-2	MD-CU
MD-DO	ISO-3166-2	MD-DO
MD-DR	ISO-3166-2	MD-DR
MD-DU	ISO-3166-2	MD-DU
MD-ED	ISO-3166-2	MD-ED
MD-FA	ISO-3166-2	MD-FA
MD-FL	ISO-3166-2	MD-FL
MD-GA	ISO-3166-2	MD-GA
MD-GL	ISO-3166-2	MD-GL
MD-HI	ISO-3166-2	MD-HI
MD-IA	ISO-3166-2	MD-IA
MD-LE	ISO-3166-2	MD-LE
MD-NI	ISO-3166-2	MD-NI
MD-OC	ISO-3166-2	MD-OC
MD-OR	ISO-3166-2	MD-OR
MD-RE	ISO-3166-2	MD-RE
MD-RI	ISO-3166-2	MD-RI
MD-SD	ISO-3166-2	MD-SD
MD-SI	ISO-3166-2	MD-SI
MD-SN	ISO-3166-2	MD-SN
MD-SO	ISO-3166-2	MD-SO
MD-ST	ISO-3166-2	MD-ST
MD-SV	ISO-3166-2	MD-SV
MD-TA	ISO-3166-2	MD-TA
MD-TE	ISO-3166-2	MD-TE
MD-UN	ISO-3166-2	MD-UN
ME-01	ISO-3166-2	ME-01
ME-02	ISO-3166-2	ME-02
ME-03	ISO-3166-2	ME-03
ME-04	ISO-3166-2	ME-04
ME-05	ISO-3166-2	ME-05
ME-06	ISO-3166-2	ME-06
ME-07	ISO-3166-2	ME-07
ME-08	ISO-3166-2	ME-08
ME-09	ISO-3166-2	ME-09
ME-10	ISO-3166-2	ME-10
ME-11	ISO-3166-2	ME-11
ME-12	ISO-3166-2	ME-12
ME-13	ISO-3166-2	ME-13
ME-14	ISO-3166-2	ME-14
ME-15	ISO-3166-2	ME-15
ME-16	ISO-3166-2	ME-16
ME-17	ISO-3166-2	ME-17
ME-18	ISO-3166-2	ME-18
ME-19	ISO-3166-2	ME-19
ME-20	ISO-3166-2	ME-20
ME-21	ISO-3166-2	ME-21
MG-A	ISO-3166-2	MG-A
MG-D	ISO-3166-2	MG-D
MG-F	ISO-3166-2	MG-F
MG-M	ISO-3166-2	MG-M
MG-T	ISO-3166-2	MG-T
MG-U	ISO-3166-2	MG-U
MH-L	ISO-3166-2	MH-L
MH-L-ALL	ISO-3166-2	MH-ALL
MH-L-EBO	ISO-3166-2	MH-EBO
MH-L-ENI	ISO-3166-2	MH-ENI
MH-L-JAB	ISO-3166-2	MH-JAB
MH-L-JAL	ISO-3166-2	MH-JAL
MH-L-KIL	ISO-3166-2	MH-KIL
MH-L-KWA	ISO-3166-2	MH-KWA
MH-L-LAE	ISO-3166-2	MH-LAE
MH-L-LIB	ISO-3166-2	MH-LIB
MH-L-NMK	ISO-3166-2	MH-NMK
MH-L-NMU	ISO-3166-2	MH-NMU
MH-L-RON	ISO-3166-2	MH-RON
MH-L-UJA	ISO-3166-2	MH-UJA
MH-L-WTN	ISO-3166-2	MH-WTN
MH-T	ISO-3166-2	MH-T
MH-T-ALK	ISO-3166-2	MH-ALK
MH-T-ARN	ISO-3166-2	MH-ARN
MH-T-AUR	ISO-3166-2	MH-AUR
MH-T-LIK	ISO-3166-2	MH-LIK
MH-T-MAJ	ISO-3166-2	MH-MAJ
MH-T-MAL	ISO-3166-2	MH-MAL
MH-T-MEJ	ISO-3166-2	MH-MEJ
MH-T-MIL	ISO-3166-2	MH-MIL
MH-T-UTI	ISO-3166-2	MH-UTI
MH-T-WTJ	ISO-3166-2	MH-WTJ
MK-01	ISO-3166-2	MK-01
MK-02	ISO-3166-2	MK-02
MK-03	ISO-3166-2	MK-03
MK-04	ISO-3166-2	MK-04
MK-05	ISO-3166-2	MK-05
MK-06	ISO-3166-2	MK-06
MK-07	ISO-3166-2	MK-07
MK-08	ISO-3166-2	MK-08
MK-09	ISO-3166-2	MK-09
MK-10	ISO-3166-2	MK-10
MK-11	ISO-3166-2	MK-11
MK-12	ISO-3166-2	MK-12
MK-13	ISO-3166-2	MK-13
MK-14	ISO-3166-2	MK-14
MK-15	ISO-3166-2	MK-15
MK-16	ISO-3166-2	MK-16
MK-17	ISO-3166-2	MK-17
MK-18	ISO-3166-2	MK-18
MK-19	ISO-3166-2	MK-19
MK-20	ISO-3166-2	MK-20
MK-21	ISO-3166-2	MK-21
MK-22	ISO-3166-2	MK-22
MK-23	ISO-3166-2	MK-23
MK-24	ISO-3166-2	MK-24
MK-25	ISO-3166-2	MK-25
MK-26	ISO-3166-2	MK-26
MK-27	ISO-3166-2	MK-27
MK-28	ISO-3166-2	MK-28
MK-29	ISO-3166-2	MK-29
MK-30	ISO-3166-2	MK-30
MK-31	ISO-3166-2	MK-31
MK-32	ISO-3166-2	MK-32
MK-33	ISO-3166-2	MK-33
MK-34	ISO-3166-2	MK-34
MK-35	ISO-3166-2	MK-35
MK-36	ISO-3166-2	MK-36
MK-37	ISO-3166-2	MK-37
MK-38	ISO-3166-2	MK-38
MK-39	ISO-3166-2	MK-39
MK-40	ISO-3166-2	MK-40
MK-41	ISO-3166-2	MK-41
MK-42	ISO-3166-2	MK-42
MK-43	ISO-3166-2	MK-43
MK-44	ISO-3166-2	MK-44
MK-45	ISO-3166-2	MK-45
MK-46	ISO-3166-2	MK-46
MK-47	ISO-3166-2	MK-47
MK-48	ISO-3166-2	MK-48
MK-49	ISO-3166-2	MK-49
MK-50	ISO-3166-2	MK-50
MK-51	ISO-3166-2	MK-51
MK-52	ISO-3166-2	MK-52
MK-53	ISO-3166-2	MK-53
MK-54	ISO-3166-2	MK-54
MK-55	ISO-3166-2	MK-55
MK-56	ISO-3166-2	MK-56
MK-57	ISO-3166-2	MK-57
MK-58	ISO-3166-2	MK-58
MK-59	ISO-3166-2	MK-59
MK-60	ISO-3166-2	MK-60
MK-61	ISO-3166-2	MK-61
MK-62	ISO-3166-2	MK-62
MK-63	ISO-3166-2	MK-63
MK-64	ISO-3166-2	MK-64
MK-65	ISO-3166-2	MK-65
MK-66	ISO-3166-2	MK-66
MK-67	ISO-3166-2	MK-67
MK-68	ISO-3166-2	MK-68
MK-69	ISO-3166-2	MK-69
MK-70	ISO-3166-2	MK-70
MK-71	ISO-3166-2	MK-71
MK-72	ISO-3166-2	MK-72
MK-73	ISO-3166-2	MK-73
MK-74	ISO-3166-2	MK-74
MK-75	ISO-3166-2	MK-75
MK-76	ISO-3166-2	MK-76
MK-77	ISO-3166-2	MK-77
MK-78	ISO-3166-2	MK-78
MK-79	ISO-3166-2	MK-79
MK-80	ISO-3166-2	MK-80
MK-81	ISO-3166-2	MK-81
MK-82	ISO-3166-2	MK-82
MK-83	ISO-3166-2	MK-83
MK-84	ISO-3166-2	MK-84
ML-1	ISO-3166-2	ML-1
ML-2	ISO-3166-2	ML-2
ML-3	ISO-3166-2	ML-3
ML-4	ISO-3166-2	ML-4
ML-5	ISO-3166-2	ML-5
ML-6	ISO-3166-2	ML-6
ML-7	ISO-3166-2	ML-7
ML-8	ISO-3166-2	ML-8
ML-BK0	ISO-3166-2	ML-BK0
MM-01	ISO-3166-2	MM-01
MM-02	ISO-3166-2	MM-02
MM-03	ISO-3166-2	MM-03
MM-04	ISO-3166-2	MM-04
MM-05	ISO-3166-2	MM-05
MM-06	ISO-3166-2	MM-06
MM-07	ISO-3166-2	MM-07
MM-11	ISO-3166-2	MM-11
MM-12	ISO-3166-2	MM-12
MM-13	ISO-3166-2	MM-13
MM-14	ISO-3166-2	MM-14
MM-15	ISO-3166-2	MM-15
MM-16	ISO-3166-2	MM-16
MM-17	ISO-3166-2	MM-17
MN-035	ISO-3166-2	MN-035
MN-037	ISO-3166-2	MN-037
MN-039	ISO-3166-2	MN-039
MN-041	ISO-3166-2	MN-041
MN-043	ISO-3166-2	MN-043
MN-046	ISO-3166-2	MN-046
MN-047	ISO-3166-2	MN-047
MN-049	ISO-3166-2	MN-049
MN-051	ISO-3166-2	MN-051
MN-053	ISO-3166-2	MN-053
MN-055	ISO-3166-2	MN-055
MN-057	ISO-3166-2	MN-057
MN-059	ISO-3166-2	MN-059
MN-061	ISO-3166-2	MN-061
MN-063	ISO-3166-2	MN-063
MN-064	ISO-3166-2	MN-064
MN-065	ISO-3166-2	MN-065
MN-067	ISO-3166-2	MN-067
MN-069	ISO-3166-2	MN-069
MN-071	ISO-3166-2	MN-071
MN-073	ISO-3166-2	MN-073
MN-1	ISO-3166-2	MN-1
MR-01	ISO-3166-2	MR-01
MR-02	ISO-3166-2	MR-02
MR-03	ISO-3166-2	MR-03
MR-04	ISO-3166-2	MR-04
MR-05	ISO-3166-2	MR-05
MR-06	ISO-3166-2	MR-06
MR-07	ISO-3166-2	MR-07
MR-08	ISO-3166-2	MR-08
MR-09	ISO-3166-2	MR-09
MR-10	ISO-3166-2	MR-10
MR-11	ISO-3166-2	MR-11
MR-12	ISO-3166-2	MR-12
MR-NKC	ISO-3166-2	MR-NKC
MT-01	ISO-3166-2	MT-01
MT-02	ISO-3166-2	MT-02
MT-03	ISO-3166-2	MT-03
MT-04	ISO-3166-2	MT-04
MT-05	ISO-3166-2	MT-05
MT-06	ISO-3166-2	MT-06
MT-07	ISO-3166-2	MT-07
MT-08	ISO-3166-2	MT-08
MT-09	ISO-3166-2	MT-09
MT-10	ISO-3166-2	MT-10
MT-11	ISO-3166-2	MT-11
MT-12	ISO-3166-2	MT-12
MT-13	ISO-3166-2	MT-13
MT-14	ISO-3166-2	MT-14
MT-15	ISO-3166-2	MT-15
MT-16	ISO-3166-2	MT-16
MT-17	ISO-3166-2	MT-17
MT-18	ISO-3166-2	MT-18
MT-19	ISO-3166-2	MT-19
MT-20	ISO-3166-2	MT-20
MT-21	ISO-3166-2	MT-21
MT-22	ISO-3166-2	MT-22
MT-23	ISO-3166-2	MT-23
MT-24	ISO-3166-2	MT-24
MT-25	ISO-3166-2	MT-25
MT-26	ISO-3166-2	MT-26
MT-27	ISO-3166-2	MT-27
MT-28	ISO-3166-2	MT-28
MT-29	ISO-3166-2	MT-29
MT-30	ISO-3166-2	MT-30
MT-31	ISO-3166-2	MT-31
MT-32	ISO-3166-2	MT-32
MT-33	ISO-3166-2	MT-33
MT-34	ISO-3166-2	MT-34
MT-35	ISO-3166-2	MT-35
MT-36	ISO-3166-2	MT-36
MT-37	ISO-3166-2	MT-37
MT-38	ISO-3166-2	MT-38
MT-39	ISO-3166-2	MT-39
MT-40	ISO-3166-2	MT-40
MT-41	ISO-3166-2	MT-41
MT-42	ISO-3166-2	MT-42
MT-43	ISO-3166-2	MT-43
MT-44	ISO-3166-2	MT-44
MT-45	ISO-3166-2	MT-45
MT-46	ISO-3166-2	MT-46
MT-47	ISO-3166-2	MT-47
MT-48	ISO-3166-2	MT-48
MT-49	ISO-3166-2	MT-49
MT-50	ISO-3166-2	MT-50
MT-51	ISO-3166-2	MT-51
MT-52	ISO-3166-2	MT-52
MT-53	ISO-3166-2	MT-53
MT-54	ISO-3166-2	MT-54
MT-55	ISO-3166-2	MT-55
MT-56	ISO-3166-2	MT-56
MT-57	ISO-3166-2	MT-57
MT-58	ISO-3166-2	MT-58
MT-59	ISO-3166-2	MT-59
MT-60	ISO-3166-2	MT-60
MT-61	ISO-3166-2	MT-61
MT-62	ISO-3166-2	MT-62
MT-63	ISO-3166-2	MT-63
MT-64	ISO-3166-2	MT-64
MT-65	ISO-3166-2	MT-65
MT-66	ISO-3166-2	MT-66
MT-67	ISO-3166-2	MT-67
MT-68	ISO-3166-2	MT-68
MU-AG	ISO-3166-2	MU-AG
MU-BL	ISO-3166-2	MU-BL
MU-BR	ISO-3166-2	MU-BR
MU-CC	ISO-3166-2	MU-CC
MU-CU	ISO-3166-2	MU-CU
MU-FL	ISO-3166-2	MU-FL
MU-GP	ISO-3166-2	MU-GP
MU-MO	ISO-3166-2	MU-MO
MU-PA	ISO-3166-2	MU-PA
MU-PL	ISO-3166-2	MU-PL
MU-PU	ISO-3166-2	MU-PU
MU-PW	ISO-3166-2	MU-PW
MU-QB	ISO-3166-2	MU-QB
MU-RO	ISO-3166-2	MU-RO
MU-RP	ISO-3166-2	MU-RP
MU-SA	ISO-3166-2	MU-SA
MU-VP	ISO-3166-2	MU-VP
MV-CE	ISO-3166-2	MV-CE
MV-CE-17	ISO-3166-2	MV-17
MV-CE-14	ISO-3166-2	MV-14
MV-CE-12	ISO-3166-2	MV-12
MV-MLE	ISO-3166-2	MV-MLE
MV-NC	ISO-3166-2	MV-NC
MV-NC-02	ISO-3166-2	MV-02
MV-NC-00	ISO-3166-2	MV-00
MV-NC-26	ISO-3166-2	MV-26
MV-NC-04	ISO-3166-2	MV-04
MV-NO	ISO-3166-2	MV-NO
MV-NO-20	ISO-3166-2	MV-20
MV-NO-03	ISO-3166-2	MV-03
MV-NO-25	ISO-3166-2	MV-25
MV-NO-13	ISO-3166-2	MV-13
MV-SC	ISO-3166-2	MV-SC
MV-SC-27	ISO-3166-2	MV-27
MV-SC-28	ISO-3166-2	MV-28
MV-SU	ISO-3166-2	MV-SU
MV-SU-29	ISO-3166-2	MV-29
MV-SU-01	ISO-3166-2	MV-01
MV-UN	ISO-3166-2	MV-UN
MV-UN-07	ISO-3166-2	MV-07
MV-UN-23	ISO-3166-2	MV-23
MV-UN-24	ISO-3166-2	MV-24
MV-US	ISO-3166-2	MV-US
MV-US-05	ISO-3166-2	MV-05
MV-US-08	ISO-3166-2	MV-08
MW-C	ISO-3166-2	MW-C
MW-C-DE	ISO-3166-2	MW-DE
MW-C-DO	ISO-3166-2	MW-DO
MW-C-KS	ISO-3166-2	MW-KS
MW-C-LI	ISO-3166-2	MW-LI
MW-C-MC	ISO-3166-2	MW-MC
MW-C-NK	ISO-3166-2	MW-NK
MW-C-NU	ISO-3166-2	MW-NU
MW-C-NI	ISO-3166-2	MW-NI
MW-C-SA	ISO-3166-2	MW-SA
MW-N	ISO-3166-2	MW-N
MW-N-CT	ISO-3166-2	MW-CT
MW-N-KR	ISO-3166-2	MW-KR
MW-N-LK	ISO-3166-2	MW-LK
MW-N-MZ	ISO-3166-2	MW-MZ
MW-N-NE	ISO-3166-2	MW-NE
MW-N-NB	ISO-3166-2	MW-NB
MW-N-RU	ISO-3166-2	MW-RU
MW-S	ISO-3166-2	MW-S
MW-S-BA	ISO-3166-2	MW-BA
MW-S-BL	ISO-3166-2	MW-BL
MW-S-CK	ISO-3166-2	MW-CK
MW-S-CR	ISO-3166-2	MW-CR
MW-S-MH	ISO-3166-2	MW-MH
MW-S-MG	ISO-3166-2	MW-MG
MW-S-MU	ISO-3166-2	MW-MU
MW-S-MW	ISO-3166-2	MW-MW
MW-S-NS	ISO-3166-2	MW-NS
MW-S-PH	ISO-3166-2	MW-PH
MW-S-TH	ISO-3166-2	MW-TH
MW-S-ZO	ISO-3166-2	MW-ZO
MX-AGU	ISO-3166-2	MX-AGU
MX-BCN	ISO-3166-2	MX-BCN
MX-BCS	ISO-3166-2	MX-BCS
MX-CAM	ISO-3166-2	MX-CAM
MX-CHH	ISO-3166-2	MX-CHH
MX-CHP	ISO-3166-2	MX-CHP
MX-COA	ISO-3166-2	MX-COA
MX-COL	ISO-3166-2	MX-COL
MX-DIF	ISO-3166-2	MX-DIF
MX-DUR	ISO-3166-2	MX-DUR
MX-GRO	ISO-3166-2	MX-GRO
MX-GUA	ISO-3166-2	MX-GUA
MX-HID	ISO-3166-2	MX-HID
MX-JAL	ISO-3166-2	MX-JAL
MX-MEX	ISO-3166-2	MX-MEX
MX-MIC	ISO-3166-2	MX-MIC
MX-MOR	ISO-3166-2	MX-MOR
MX-NAY	ISO-3166-2	MX-NAY
MX-NLE	ISO-3166-2	MX-NLE
MX-OAX	ISO-3166-2	MX-OAX
MX-PUE	ISO-3166-2	MX-PUE
MX-QUE	ISO-3166-2	MX-QUE
MX-ROO	ISO-3166-2	MX-ROO
MX-SIN	ISO-3166-2	MX-SIN
MX-SLP	ISO-3166-2	MX-SLP
MX-SON	ISO-3166-2	MX-SON
MX-TAB	ISO-3166-2	MX-TAB
MX-TAM	ISO-3166-2	MX-TAM
MX-TLA	ISO-3166-2	MX-TLA
MX-VER	ISO-3166-2	MX-VER
MX-YUC	ISO-3166-2	MX-YUC
MX-ZAC	ISO-3166-2	MX-ZAC
MY-01	ISO-3166-2	MY-01
MY-02	ISO-3166-2	MY-02
MY-03	ISO-3166-2	MY-03
MY-04	ISO-3166-2	MY-04
MY-05	ISO-3166-2	MY-05
MY-06	ISO-3166-2	MY-06
MY-07	ISO-3166-2	MY-07
MY-08	ISO-3166-2	MY-08
MY-09	ISO-3166-2	MY-09
MY-10	ISO-3166-2	MY-10
MY-11	ISO-3166-2	MY-11
MY-12	ISO-3166-2	MY-12
MY-13	ISO-3166-2	MY-13
MY-14	ISO-3166-2	MY-14
MY-15	ISO-3166-2	MY-15
MY-16	ISO-3166-2	MY-16
MZ-A	ISO-3166-2	MZ-A
MZ-B	ISO-3166-2	MZ-B
MZ-G	ISO-3166-2	MZ-G
MZ-I	ISO-3166-2	MZ-I
MZ-L	ISO-3166-2	MZ-L
MZ-MPM	ISO-3166-2	MZ-MPM
MZ-N	ISO-3166-2	MZ-N
MZ-P	ISO-3166-2	MZ-P
MZ-Q	ISO-3166-2	MZ-Q
MZ-S	ISO-3166-2	MZ-S
MZ-T	ISO-3166-2	MZ-T
NA-CA	ISO-3166-2	NA-CA
NA-ER	ISO-3166-2	NA-ER
NA-HA	ISO-3166-2	NA-HA
NA-KA	ISO-3166-2	NA-KA
NA-KH	ISO-3166-2	NA-KH
NA-KU	ISO-3166-2	NA-KU
NA-OD	ISO-3166-2	NA-OD
NA-OH	ISO-3166-2	NA-OH
NA-OK	ISO-3166-2	NA-OK
NA-ON	ISO-3166-2	NA-ON
NA-OS	ISO-3166-2	NA-OS
NA-OT	ISO-3166-2	NA-OT
NA-OW	ISO-3166-2	NA-OW
NE-1	ISO-3166-2	NE-1
NE-2	ISO-3166-2	NE-2
NE-3	ISO-3166-2	NE-3
NE-4	ISO-3166-2	NE-4
NE-5	ISO-3166-2	NE-5
NE-6	ISO-3166-2	NE-6
NE-7	ISO-3166-2	NE-7
NE-8	ISO-3166-2	NE-8
NG-AB	ISO-3166-2	NG-AB
NG-AD	ISO-3166-2	NG-AD
NG-AK	ISO-3166-2	NG-AK
NG-AN	ISO-3166-2	NG-AN
NG-BA	ISO-3166-2	NG-BA
NG-BE	ISO-3166-2	NG-BE
NG-BO	ISO-3166-2	NG-BO
NG-BY	ISO-3166-2	NG-BY
NG-CR	ISO-3166-2	NG-CR
NG-DE	ISO-3166-2	NG-DE
NG-EB	ISO-3166-2	NG-EB
NG-ED	ISO-3166-2	NG-ED
NG-EK	ISO-3166-2	NG-EK
NG-EN	ISO-3166-2	NG-EN
NG-FC	ISO-3166-2	NG-FC
NG-GO	ISO-3166-2	NG-GO
NG-IM	ISO-3166-2	NG-IM
NG-JI	ISO-3166-2	NG-JI
NG-KD	ISO-3166-2	NG-KD
NG-KE	ISO-3166-2	NG-KE
NG-KN	ISO-3166-2	NG-KN
NG-KO	ISO-3166-2	NG-KO
NG-KT	ISO-3166-2	NG-KT
NG-KW	ISO-3166-2	NG-KW
NG-LA	ISO-3166-2	NG-LA
NG-NA	ISO-3166-2	NG-NA
NG-NI	ISO-3166-2	NG-NI
NG-OG	ISO-3166-2	NG-OG
NG-ON	ISO-3166-2	NG-ON
NG-OS	ISO-3166-2	NG-OS
NG-OY	ISO-3166-2	NG-OY
NG-PL	ISO-3166-2	NG-PL
NG-RI	ISO-3166-2	NG-RI
NG-SO	ISO-3166-2	NG-SO
NG-TA	ISO-3166-2	NG-TA
NG-YO	ISO-3166-2	NG-YO
NG-ZA	ISO-3166-2	NG-ZA
NI-AN	ISO-3166-2	NI-AN
NI-AS	ISO-3166-2	NI-AS
NI-BO	ISO-3166-2	NI-BO
NI-CA	ISO-3166-2	NI-CA
NI-CI	ISO-3166-2	NI-CI
NI-CO	ISO-3166-2	NI-CO
NI-ES	ISO-3166-2	NI-ES
NI-GR	ISO-3166-2	NI-GR
NI-JI	ISO-3166-2	NI-JI
NI-LE	ISO-3166-2	NI-LE
NI-MD	ISO-3166-2	NI-MD
NI-MN	ISO-3166-2	NI-MN
NI-MS	ISO-3166-2	NI-MS
NI-MT	ISO-3166-2	NI-MT
NI-NS	ISO-3166-2	NI-NS
NI-RI	ISO-3166-2	NI-RI
NI-SJ	ISO-3166-2	NI-SJ
NL-AW	ISO-3166-2	NL-AW
NL-BQ1	ISO-3166-2	NL-BQ1
NL-BQ2	ISO-3166-2	NL-BQ2
NL-BQ3	ISO-3166-2	NL-BQ3
NL-CW	ISO-3166-2	NL-CW
NL-DR	ISO-3166-2	NL-DR
NL-FL	ISO-3166-2	NL-FL
NL-FR	ISO-3166-2	NL-FR
NL-GE	ISO-3166-2	NL-GE
NL-GR	ISO-3166-2	NL-GR
NL-LI	ISO-3166-2	NL-LI
NL-NB	ISO-3166-2	NL-NB
NL-NH	ISO-3166-2	NL-NH
NL-OV	ISO-3166-2	NL-OV
NL-SX	ISO-3166-2	NL-SX
NL-UT	ISO-3166-2	NL-UT
NL-ZE	ISO-3166-2	NL-ZE
NL-ZH	ISO-3166-2	NL-ZH
NO-01	ISO-3166-2	NO-01
NO-02	ISO-3166-2	NO-02
NO-03	ISO-3166-2	NO-03
NO-04	ISO-3166-2	NO-04
NO-05	ISO-3166-2	NO-05
NO-06	ISO-3166-2	NO-06
NO-07	ISO-3166-2	NO-07
NO-08	ISO-3166-2	NO-08
NO-09	ISO-3166-2	NO-09
NO-10	ISO-3166-2	NO-10
NO-11	ISO-3166-2	NO-11
NO-12	ISO-3166-2	NO-12
NO-14	ISO-3166-2	NO-14
NO-15	ISO-3166-2	NO-15
NO-16	ISO-3166-2	NO-16
NO-17	ISO-3166-2	NO-17
NO-18	ISO-3166-2	NO-18
NO-19	ISO-3166-2	NO-19
NO-20	ISO-3166-2	NO-20
NO-21	ISO-3166-2	NO-21
NO-22	ISO-3166-2	NO-22
NP-1	ISO-3166-2	NP-1
NP-1-BA	ISO-3166-2	NP-BA
NP-1-JA	ISO-3166-2	NP-JA
NP-1-NA	ISO-3166-2	NP-NA
NP-2	ISO-3166-2	NP-2
NP-2-BH	ISO-3166-2	NP-BH
NP-2-KA	ISO-3166-2	NP-KA
NP-2-RA	ISO-3166-2	NP-RA
NP-3	ISO-3166-2	NP-3
NP-3-DH	ISO-3166-2	NP-DH
NP-3-GA	ISO-3166-2	NP-GA
NP-3-LU	ISO-3166-2	NP-LU
NP-4	ISO-3166-2	NP-4
NP-4-KO	ISO-3166-2	NP-KO
NP-4-ME	ISO-3166-2	NP-ME
NP-4-SA	ISO-3166-2	NP-SA
NP-5	ISO-3166-2	NP-5
NP-5-MA	ISO-3166-2	NP-MA
NP-5-SE	ISO-3166-2	NP-SE
NR-01	ISO-3166-2	NR-01
NR-02	ISO-3166-2	NR-02
NR-03	ISO-3166-2	NR-03
NR-04	ISO-3166-2	NR-04
NR-05	ISO-3166-2	NR-05
NR-06	ISO-3166-2	NR-06
NR-07	ISO-3166-2	NR-07
NR-08	ISO-3166-2	NR-08
NR-09	ISO-3166-2	NR-09
NR-10	ISO-3166-2	NR-10
NR-11	ISO-3166-2	NR-11
NR-12	ISO-3166-2	NR-12
NR-13	ISO-3166-2	NR-13
NR-14	ISO-3166-2	NR-14
NZ-CIT	ISO-3166-2	NZ-CIT
NZ-N	ISO-3166-2	NZ-N
NZ-N-AUK	ISO-3166-2	NZ-AUK
